0.84586,0.59778,0.57567,0.89825,1.2549,1.7492,2.1979,2.4818,2.7249,2.8124,2.7346,2.5648,2.1792,1.6232,1.1121,0.32837,-0.57782,-1.2792,-2.1386,-2.7986,-3.2639,-3.4029,-3.4253,-3.3057,-3.2479,-3.3655,-3.6433,-4.0792,-4.9402,-6.3077,-8.3514,-10.366,-13.664,-14.968,-12.739,-9.3569,-6.6915,-4.7532,-3.6637,-2.6187,-2.0511,-1.8567,-1.8741,-2.2216,-2.7018,-3.6575,-4.9285,-6.3937,-7.3374,-7.7619,-6.7017,-5.3347,-3.453,-1.7523,-0.64749,0.57878,1.5367,2.2862,2.7583,3.2478,3.5891,3.7844,3.9788,4.1263,4.2619,4.3678,4.5318,4.7077,4.8769,5.096,5.336,5.5142,5.7467,5.9488,6.1274,6.2382,6.3513,6.4053,6.4071,6.3884,6.3656,6.3569,6.3288,6.3396,6.3914,6.4878,6.7056,7.0172,7.3102,7.7632,8.278,8.8412,9.2711,9.825,10.375,10.771,11.262,11.68,11.956,12.261,12.481,12.621,12.672,12.672,12.562,12.42,12.148,11.759,11.402,10.815,10.083,9.1939,8.412,7.1489,5.5498,4.0827,1.5976,-1.9419,-7.7335,-15.339,-9.5797,-3.3079,-0.48186,2.2226,4.1901,5.3641,6.6383,7.6741,8.5589,9.1483,9.8515,10.482,10.919,11.471,11.998,12.389,12.905,13.436,13.945,14.322,14.827,15.328,15.697,16.17,16.617,17.03,17.312,17.649,17.933,18.113,18.304,18.432,18.484,18.486,18.412,18.256,18.083,17.773,17.366,16.989,16.384,15.646,14.993,13.963,12.727,11.258,9.9244,7.775,5.0507,2.5074,-1.3037,-2.462,0.48515,2.7977,5.2245,6.9921,8.0127,9.094,9.9237,10.41,10.896,11.258,11.499,11.623,11.733,11.788,11.805,11.828,11.848,11.87,11.919,12.008,12.131,12.242,12.418,12.607,12.749,12.938,13.118,13.284
-1.7241,-1.8619,-1.5989,-0.98429,-0.42143,0.32301,0.95666,1.3273,1.6515,1.7762,1.7098,1.5395,1.1549,0.60526,0.093754,-0.6939,-1.5401,-2.1374,-2.7669,-3.0601,-2.9303,-2.595,-1.97,-1.2443,-0.69734,-0.030799,0.53801,0.90497,1.3271,1.6724,1.9795,2.1926,2.4769,2.7811,3.0257,3.3712,3.7337,4.0821,4.3272,4.6118,4.8368,4.9569,5.0489,5.0643,5.03,4.9388,4.8047,4.6456,4.5185,4.3474,4.1784,4.0535,3.8873,3.6935,3.5287,3.2579,2.9058,2.4465,2.0114,1.2837,0.34601,-0.53336,-2.0084,-3.9759,-6.6157,-9.3142,-13.705,-13.664,-10.315,-6.518,-3.833,-2.3197,-0.76296,0.39993,1.2455,1.7064,2.1225,2.3576,2.4241,2.4,2.271,2.124,1.9067,1.7349,1.683,1.764,2.0662,2.6035,3.1281,3.9518,4.8436,5.7524,6.4235,7.272,8.059,8.5995,9.2531,9.8216,10.192,10.608,10.933,11.169,11.289,11.366,11.356,11.294,11.137,10.894,10.656,10.274,9.8172,9.2959,8.8667,8.2563,7.6244,7.1495,6.5421,5.9973,5.549,5.2832,5.0245,4.861,4.786,4.7187,4.6624,4.6111,4.4999,4.3228,4.0461,3.7642,3.2737,2.6294,2.0354,1.082,-0.018325,-0.83046,-1.5364,-1.2162,0.25162,1.7564,3.8476,5.8089,7.1426,8.7415,10.148,11.372,12.184,13.134,13.944,14.463,15.045,15.505,15.772,16.03,16.179,16.217,16.178,16.038,15.801,15.564,15.169,14.701,14.305,13.729,13.117,12.494,12.034,11.454,10.937,10.603,10.246,9.9895,9.8192,9.7363,9.6617,9.598,9.5354,9.4124,9.2094,8.9872,8.577,8.0118,7.2478,6.519,5.2921,3.6866,2.1522,-0.50652,-4.2291,-7.9388,-10.104,-5.7385,-2.0465,-0.08273,1.8352,3.2171,3.9983,4.7943,5.3758,5.8082
0.53505,0.5752,0.66074,0.77759,0.86129,0.97047,1.0581,1.0989,1.0983,1.0263,0.87639,0.71234,0.43233,0.076342,-0.23506,-0.68962,-1.1658,-1.5192,-1.9746,-2.3436,-2.6008,-2.6874,-2.6296,-2.351,-1.9997,-1.3901,-0.65808,-0.063539,0.76333,1.5773,2.3539,2.9033,3.5898,4.1985,4.6099,5.0977,5.5118,5.85,6.051,6.2498,6.3743,6.4152,6.3993,6.3051,6.1837,5.9557,5.6586,5.2963,4.9818,4.5087,3.9932,3.5688,2.9605,2.3118,1.802,1.0976,0.37285,-0.35729,-0.89333,-1.5784,-2.189,-2.5951,-3.03,-3.3209,-3.4568,-3.4447,-3.2865,-2.9686,-2.6223,-2.0729,-1.4802,-1.0336,-0.48244,-0.0052525,0.35447,0.53101,0.62062,0.52352,0.32196,-0.14511,-0.87975,-1.6206,-2.9052,-4.5464,-6.5175,-7.9025,-8.5385,-7.1079,-5.3836,-3.1112,-1.1563,0.46719,1.5002,2.6636,3.6335,4.2497,4.9401,5.5004,5.8441,6.2071,6.4797,6.6617,6.745,6.7919,6.7695,6.7123,6.5858,6.4063,6.237,5.9712,5.6704,5.3403,5.0717,4.691,4.2879,3.975,3.5387,3.0774,2.5983,2.2239,1.6948,1.1403,0.70186,0.090467,-0.5681,-1.0891,-1.8035,-2.5389,-3.2557,-3.7592,-4.3812,-4.883,-5.2224,-5.6246,-5.9902,-6.2268,-6.3784,-6.1486,-5.3201,-4.2784,-2.496,-0.5438,0.91497,2.7449,4.4227,5.9222,6.9397,8.1514,9.1981,9.8806,10.658,11.285,11.664,12.046,12.288,12.391,12.375,12.238,11.958,11.654,11.122,10.44,9.8286,8.8744,7.7615,6.4972,5.4722,4.0643,2.7719,2.0586,1.6896,2.0285,2.8266,3.5347,4.4499,5.248,5.7389,6.2381,6.5557,6.678,6.6858,6.5239,6.2102,5.8747,5.3024,4.6255,4.0705,3.3259,2.6518,2.2381,1.8349,1.585,1.4171,1.311,1.1188,0.78427,0.40978,-0.29978,-1.3081,-2.6978
-0.65782,-0.13191,0.47845,0.98665,1.3021,1.6321,1.865,1.9774,2.0367,2.0127,1.8959,1.7523,1.4674,1.0734,0.70302,0.087372,-0.68876,-1.4122,-2.6312,-4.2537,-6.506,-8.9816,-14.588,-24.734,-14.891,-7.9935,-3.9117,-1.6622,0.70639,2.6073,4.1591,5.1549,6.2943,7.2425,7.8416,8.5063,9.024,9.4045,9.6013,9.7517,9.7784,9.7151,9.524,9.2136,8.8979,8.3709,7.7206,6.9507,6.2883,5.3073,4.2234,3.3463,2.096,0.77995,-0.23576,-1.6355,-3.0998,-4.6667,-5.944,-7.914,-10.23,-12.075,-13.561,-12.262,-9.3884,-7.2926,-4.8852,-2.8964,-1.6147,-0.13333,1.1071,1.9035,2.7986,3.5308,4.1101,4.4483,4.7725,4.9521,5.0016,4.9622,4.8152,4.6462,4.3777,4.0761,3.7801,3.5845,3.3954,3.2785,3.2545,3.2886,3.3807,3.5269,3.6478,3.8236,3.997,4.1211,4.2599,4.368,4.4235,4.4409,4.3973,4.2864,4.1551,3.9247,3.6367,3.3922,3.049,2.7115,2.4743,2.1939,1.9756,1.809,1.7062,1.572,1.4449,1.3271,1.1307,0.86452,0.51952,0.20176,-0.32511,-0.99153,-1.5923,-2.5663,-3.7989,-4.938,-6.8131,-9.3094,-12.793,-16.605,-24.85,-20.925,-16.055,-12.047,-9.4189,-7.9029,-6.2105,-4.6995,-3.2968,-2.2524,-0.84025,0.60609,1.6935,3.1295,4.5423,5.8793,6.8279,8.0074,9.0636,9.7733,10.608,11.314,11.757,12.233,12.575,12.775,12.843,12.814,12.649,12.433,12.017,11.453,10.926,10.074,9.041,7.8207,6.7902,5.3311,3.986,3.3044,3.1679,3.9169,5.1065,6.0485,7.2002,8.1697,8.7701,9.402,9.8572,10.091,10.268,10.312,10.241,10.118,9.8724,9.5464,9.2558,8.8178,8.3363,7.9526,7.4146,6.8265,6.185,5.6622,4.8993,4.021,3.2821,2.1885,0.9547,-0.40784
-4.0283,-3.1819,-2.317,-1.6889,-1.347,-1.0395,-0.87104,-0.8445,-0.88732,-1.0063,-1.1656,-1.2904,-1.4705,-1.6343,-1.7331,-1.8283,-1.9029,-1.9433,-1.9898,-1.9961,-1.9418,-1.8276,-1.532,-1.021,-0.4728,0.45162,1.5572,2.4538,3.6685,4.8488,5.9537,6.7154,7.6286,8.4171,8.9251,9.4823,9.91,10.202,10.33,10.38,10.285,10.117,9.7571,9.2397,8.74,7.9167,6.8999,5.6653,4.5879,2.896,0.87061,-0.93215,-3.8254,-7.4783,-10.846,-15.407,-15.375,-12.662,-11.143,-9.9186,-9.2365,-8.8934,-8.2949,-7.2699,-5.8058,-4.5207,-2.7421,-1.0665,0.083217,1.4593,2.6628,3.445,4.3345,5.0581,5.6317,5.9659,6.2853,6.4647,6.5127,6.4757,6.318,6.1289,5.7884,5.3397,4.795,4.3267,3.6255,2.8371,2.1936,1.2825,0.32461,-0.60259,-1.2226,-1.8481,-2.1439,-2.1552,-1.9566,-1.6482,-1.4283,-1.2355,-1.2366,-1.4497,-1.7843,-2.4963,-3.5364,-4.5448,-6.1791,-8.0282,-9.3002,-10.198,-9.7027,-8.4409,-7.4619,-6.3706,-5.5613,-5.1506,-4.8063,-4.6264,-4.5762,-4.6096,-4.7339,-4.9571,-5.1898,-5.5815,-6.1017,-6.5852,-7.2864,-8.0661,-8.8534,-9.3657,-9.839,-10.019,-10.002,-9.8819,-9.7762,-9.7595,-9.7707,-9.6944,-9.263,-8.5375,-6.9731,-4.9225,-3.2925,-1.1769,0.78104,2.5405,3.7268,5.1312,6.3453,7.1357,8.0338,8.7699,9.2221,9.7048,10.062,10.305,10.423,10.508,10.52,10.489,10.405,10.281,10.167,9.9919,9.807,9.6241,9.5,9.3726,9.3094,9.3094,9.3825,9.5338,9.7478,9.9324,10.188,10.43,10.587,10.749,10.844,10.864,10.819,10.692,10.485,10.276,9.9355,9.5234,9.172,8.6477,8.0723,7.6174,6.9804,6.3143,5.6255,5.1015,4.3839,3.6352,3.0444,2.225,1.3206,0.31127
-3.3561,-3.1945,-3.0465,-3.0121,-3.0869,-3.3113,-3.7246,-4.1765,-4.9269,-5.8831,-6.9501,-7.7376,-8.5664,-8.8629,-8.6338,-7.8704,-6.8458,-6.0266,-4.92,-3.8064,-2.7083,-1.8781,-0.7541,0.3863,1.2571,2.4056,3.5403,4.3708,5.4402,6.4495,7.3885,8.0367,8.818,9.4977,9.9336,10.412,10.777,11.015,11.111,11.127,11.008,10.828,10.462,9.9496,9.4657,8.6809,7.7416,6.6313,5.6905,4.2879,2.7347,1.4931,-0.18877,-1.7697,-2.7651,-3.6507,-3.9579,-3.7979,-3.4624,-2.8712,-2.1826,-1.638,-0.87551,-0.054976,0.8103,1.4648,2.3645,3.2573,3.902,4.7024,5.431,5.9194,6.4862,6.9516,7.3057,7.4952,7.6484,7.6813,7.6289,7.4573,7.1595,6.8566,6.3405,5.6816,4.8788,4.1601,3.0283,1.6639,0.44915,-1.519,-4.0438,-7.4915,-11.24,-19.988,-18.679,-12.924,-8.8381,-6.4581,-5.2688,-4.2361,-3.6913,-3.5494,-3.7014,-4.2305,-5.1596,-6.1171,-7.7012,-9.5433,-10.788,-11.512,-10.989,-9.9399,-9.2676,-8.7479,-8.6925,-8.9687,-9.723,-10.769,-11.779,-12.115,-11.65,-10.451,-9.4429,-8.2594,-7.3363,-6.8438,-6.3686,-6.1228,-6.069,-6.0975,-6.2214,-6.4048,-6.6114,-7.0108,-7.5985,-8.2004,-9.2258,-10.648,-12.191,-12.659,-10.946,-7.7558,-5.3767,-2.5838,-0.25918,1.6574,2.8695,4.2075,5.2748,5.9062,6.5327,6.9487,7.1237,7.1913,7.1014,6.9002,6.7111,6.4679,6.297,6.2516,6.3197,6.5255,6.7536,7.1081,7.4878,7.8666,8.142,8.4924,8.8253,9.0639,9.3637,9.6424,9.8957,10.062,10.246,10.379,10.437,10.454,10.398,10.306,10.105,9.8125,9.426,9.0751,8.5253,7.8766,7.3233,6.4904,5.5656,4.8185,3.7671,2.715,1.7674,1.1955,0.70601,0.54397,0.58935,0.78171,0.99447,1.1844
-4.1435,-4.0264,-3.8177,-3.6545,-3.6426,-3.7898,-4.2766,-4.8912,-6.105,-7.9437,-10.599,-13.406,-18.381,-19.813,-16.819,-13.514,-11.563,-10.653,-9.6832,-8.5096,-6.8466,-5.3294,-3.1532,-1.0295,0.46443,2.2781,3.8891,4.974,6.2647,7.3968,8.3898,9.0473,9.8176,10.476,10.898,11.363,11.722,11.972,12.089,12.148,12.092,11.975,11.715,11.336,10.975,10.38,9.6615,8.8276,8.1289,7.1094,6.0141,5.1533,3.9898,2.8447,2.0361,1.0874,0.38053,-0.016287,-0.068645,0.1896,0.75286,1.3142,2.1601,3.0569,3.9495,4.5869,5.3861,6.1141,6.6161,7.2134,7.7232,8.0478,8.404,8.6671,8.8384,8.9055,8.9122,8.8231,8.6957,8.4412,8.0811,7.7439,7.2032,6.5536,5.798,5.1577,4.2105,3.1518,2.2991,1.0963,-0.13675,-1.3111,-2.083,-2.8661,-3.2845,-3.3477,-3.1864,-2.8691,-2.5738,-2.1834,-1.8584,-1.6026,-1.4623,-1.3649,-1.379,-1.4568,-1.6163,-1.8186,-1.9738,-2.1731,-2.3788,-2.6292,-2.8972,-3.422,-4.1859,-4.9793,-6.3834,-8.1527,-9.9554,-10.694,-10.088,-8.356,-7.009,-5.5087,-4.4302,-3.8642,-3.3835,-3.2063,-3.2559,-3.3945,-3.6721,-3.938,-4.1179,-4.2351,-4.1335,-3.923,-3.4485,-2.8014,-1.9833,-1.2854,-0.21926,0.96081,1.8876,3.1205,4.286,5.3269,6.0026,6.7386,7.2567,7.4854,7.5636,7.3593,6.9887,6.1831,4.9571,3.2115,1.4754,-1.528,-4.8826,-5.7709,-3.4362,-0.59203,1.0746,2.7181,3.8976,4.7819,5.3199,5.9474,6.5314,6.9624,7.5326,8.0833,8.587,8.9106,9.2499,9.4723,9.5545,9.546,9.4081,9.23,8.8966,8.4686,7.9497,7.5127,6.8686,6.1395,5.5253,4.5628,3.3667,2.244,0.32479,-2.3762,-6.6454,-12.525,-22.945,-8.5137,-4.5052,-1.1677,1.0591,2.6527
-13.912,-9.8927,-6.544,-4.433,-3.3777,-2.4859,-2.0373,-1.9442,-2.0907,-2.4896,-3.0796,-3.5746,-4.2567,-4.8981,-5.3701,-6.1244,-7.2662,-8.4822,-10.823,-13.338,-11.884,-8.5918,-4.6428,-1.5851,0.24934,2.2424,3.8387,4.8411,5.9691,6.9049,7.6945,8.2069,8.8063,9.3361,9.689,10.117,10.484,10.781,10.953,11.11,11.18,11.17,11.073,10.878,10.661,10.28,9.7938,9.1892,8.6472,7.8033,6.7897,5.8923,4.4739,2.7233,1.1086,-1.6545,-5.6267,-11.628,-13.23,-7.2422,-2.9685,-0.75239,1.4461,3.0783,4.3324,5.0897,5.9005,6.5258,6.8976,7.2886,7.5774,7.7373,7.8834,7.9653,7.9771,7.9407,7.8376,7.6621,7.4771,7.1581,6.7512,6.3933,5.8541,5.2503,4.6021,4.09,3.3792,2.6421,2.079,1.3039,0.50581,-0.32639,-0.96287,-1.8328,-2.6975,-3.2971,-3.9799,-4.3572,-4.3416,-3.9115,-3.132,-2.1783,-1.471,-0.57086,0.20444,0.69107,1.2245,1.6312,1.8626,2.0784,2.1945,2.2246,2.1881,2.0741,1.8839,1.697,1.4264,1.1656,0.96926,0.87309,0.83547,0.8598,0.90178,0.94524,0.89082,0.75408,0.40746,-0.18212,-1.0427,-1.9531,-3.6552,-6.1558,-8.7979,-13.386,-13.184,-9.2773,-5.0467,-2.0294,0.30972,1.7692,3.4276,4.8284,5.7523,6.8281,7.7312,8.4741,8.9172,9.3512,9.5944,9.6389,9.5002,9.1349,8.687,7.8634,6.7515,5.3514,4.1415,2.4794,1.156,0.6598,0.73861,1.2084,1.5221,1.6592,1.3636,0.63115,-0.12622,-1.0375,-0.96986,-0.019496,1.8629,3.7228,5.237,6.1121,6.9376,7.3943,7.5172,7.3897,6.9454,6.4274,5.5155,4.4341,3.3275,2.6138,1.9896,1.8072,1.8743,2.0555,2.1715,2.1517,1.9934,1.7098,1.434,1.3605,1.5655,2.1456,2.7769,3.7341,4.7234,5.6394
-4.7913,-4.2371,-3.3147,-2.3958,-1.7539,-1.0437,-0.51246,-0.22776,0.0028134,0.093893,0.092563,0.043922,-0.098399,-0.29966,-0.47608,-0.72529,-0.97188,-1.1153,-1.239,-1.1995,-0.93401,-0.60104,-0.025417,0.62875,1.105,1.6622,2.0852,2.299,2.4505,2.4685,2.4192,2.3834,2.4301,2.6488,2.9348,3.454,4.0311,4.5893,4.9569,5.3381,5.5912,5.7018,5.7567,5.7307,5.6833,5.5876,5.4577,5.2893,5.1222,4.8216,4.3985,3.985,3.2861,2.4216,1.6576,0.55392,-0.4892,-1.2038,-1.3505,-0.98034,-0.20151,0.46156,1.2907,1.9706,2.4512,2.6932,2.8716,2.8897,2.8214,2.651,2.4309,2.2612,2.0604,1.9134,1.8283,1.7876,1.7228,1.5982,1.4349,1.101,0.62535,0.16109,-0.58445,-1.4366,-2.3028,-2.8847,-3.4571,-3.7919,-3.9112,-4.0252,-4.204,-4.5645,-5.0139,-5.9711,-7.4791,-9.1391,-12.554,-19.363,-36.37,-16.915,-10.745,-7.1775,-5.2786,-3.3922,-1.975,-1.135,-0.24696,0.4465,0.86714,1.3151,1.6645,1.943,2.1109,2.2886,2.4208,2.5009,2.5805,2.6303,2.6647,2.6727,2.6614,2.6183,2.5521,2.4078,2.1852,1.9616,1.5563,1.0263,0.35856,-0.24681,-1.1601,-2.1113,-2.7278,-3.2053,-2.9841,-2.3176,-1.0195,0.45894,1.9073,2.9252,4.1594,5.2409,5.9564,6.7853,7.4724,8.0244,8.348,8.6502,8.8072,8.8285,8.7329,8.4933,8.2231,7.7652,7.2029,6.5766,6.0855,5.4407,4.8328,4.4035,3.8593,3.2843,2.7883,1.9571,0.83568,-0.69336,-2.1219,-4.0474,-4.6263,-3.4959,-1.1258,1.0427,2.6694,3.5442,4.2942,4.5982,4.551,4.1194,3.2271,2.2138,0.29488,-2.4879,-6.8295,-12.363,-18.528,-9.2546,-5.7421,-2.872,-1.0481,-0.091108,0.85323,1.5285,2.0462,2.3772,2.7726,3.142,3.4173,3.7663,4.0868,4.3763
-1.9585,-1.8254,-1.5678,-1.2468,-0.98107,-0.61603,-0.25035,-0.0019506,0.29791,0.55228,0.74886,0.85962,0.96595,1.0325,1.0476,1.0368,1.008,0.97463,0.9175,0.86767,0.83142,0.80253,0.74134,0.62549,0.48089,0.16336,-0.3422,-0.89621,-1.9452,-3.4696,-5.6886,-7.9645,-11.756,-12.97,-10.4,-6.8418,-4.3671,-2.7592,-1.9756,-1.3935,-1.2471,-1.3731,-1.7622,-2.2589,-2.5541,-2.5981,-2.1499,-1.3447,-0.65895,0.20267,0.91333,1.321,1.6985,1.8898,1.9328,1.9044,1.8146,1.6874,1.5912,1.4564,1.3062,1.1633,0.90684,0.54486,0.034135,-0.46531,-1.2827,-2.299,-3.2046,-4.6002,-6.1641,-7.3419,-8.6233,-9.0423,-8.4824,-7.7335,-6.7023,-5.9147,-5.5626,-5.4495,-5.7845,-6.3872,-7.7482,-9.9388,-13.453,-17.579,-23.288,-17.081,-13.424,-10.419,-8.5915,-7.5452,-7.1145,-6.8872,-6.99,-7.2093,-7.5541,-7.7926,-7.7503,-7.3072,-6.5458,-5.6257,-4.9402,-4.1108,-3.4378,-3.0174,-2.5732,-2.2348,-2.0251,-1.7728,-1.5132,-1.2328,-0.99522,-0.63775,-0.26771,0.017339,0.38532,0.7073,0.97731,1.1257,1.2674,1.3353,1.3363,1.2749,1.153,1.0224,0.81358,0.5826,0.34596,0.19824,0.065303,0.011856,0.033264,0.16803,0.45393,0.75808,1.255,1.8408,2.4862,2.9794,3.6185,4.2307,4.6613,5.1864,5.6463,6.0291,6.2545,6.4668,6.5658,6.5699,6.4653,6.2488,6.0178,5.6263,5.1646,4.6794,4.3209,3.8748,3.4881,3.2522,3.0079,2.8252,2.7098,2.575,2.4483,2.3391,2.2961,2.3216,2.4821,2.701,3.0789,3.4878,3.8442,4.0277,4.1243,4.006,3.7644,3.2492,2.507,1.8102,0.72414,-0.44532,-1.5357,-2.1795,-2.674,-2.7165,-2.5104,-2.0513,-1.5108,-1.1074,-0.63148,-0.23454,0.093221,0.28386,0.46566,0.58586,0.63978,0.6571,0.61039,0.48407
