 	TP9	AF7	AF8	TP10	
-1000.00000	16.46196	7.17872	-31.57592	23.34946
-996.09375	12.03069	2.74726	-30.77139	18.92490
-992.18750	10.01700	2.74802	-29.56388	16.25909
-988.28125	14.85314	9.59855	-28.35639	21.59508
-984.37500	14.04820	7.58461	-27.95479	20.01876
-980.46875	14.45198	4.36185	-29.97069	20.74328
-976.56250	16.06466	1.13907	-30.37489	27.24131
-972.65625	15.66265	3.15440	-25.94398	30.05598
-968.75000	22.91641	4.76683	-25.94527	27.45332
-964.84375	21.30572	2.34994	-29.97585	18.86564
-960.93750	15.26264	1.14184	-29.17123	16.94382
-957.03125	16.06951	3.15720	-27.56082	16.19658
-953.12500	18.08519	4.76961	-28.36801	14.41009
-949.21875	17.28035	1.94976	-29.17510	12.76331
-945.31250	15.66955	1.54750	-29.17638	11.29556
-941.40625	12.44711	4.36869	-28.77473	11.14890
-937.50000	12.44810	4.36935	-29.58188	13.59665
-933.59375	12.04618	2.35533	-31.19483	14.04505
-929.68750	8.82370	1.95307	-30.39017	11.36658
-925.78125	9.22754	3.16243	-32.00319	8.99194
-921.87500	13.66078	2.35719	-32.00443	13.43539
-917.96875	11.24417	2.76078	-31.19978	11.78961
-914.06250	9.23046	6.38772	-34.42445	4.38124
-910.15625	9.23142	4.77664	-32.81402	2.70867
-906.25000	7.21775	1.55386	-31.20358	8.72865
-902.34375	11.24802	2.76330	-31.60776	19.77663
-898.43750	14.06955	5.58441	-28.38565	16.82378
-894.53125	15.27930	6.39088	-28.38694	16.84726
-890.62500	18.10083	5.58570	-27.17938	14.18484
-886.71875	18.10175	3.57170	-27.18059	10.09988
-882.81250	19.31158	3.97531	-29.19645	13.25200
-878.90625	20.92453	4.37890	-25.57143	11.37786
-875.00000	26.56688	-0.05257	-27.18441	15.58326
-871.09375	24.95646	-1.66363	-28.79739	18.39219
-867.18750	19.71979	2.36638	-25.57526	13.90936
-863.28125	23.34765	6.79933	-23.56181	23.27896
-859.37500	19.72272	3.57655	-25.57777	26.08091
-855.46875	13.68030	0.75674	-26.78782	14.69476
-851.56250	15.29348	3.17495	-24.37146	16.13414
-847.65625	16.10080	3.98151	-21.95510	17.73585
-843.75000	10.05823	2.77338	-19.53879	13.59401
-839.84375	12.07422	2.77403	-21.55471	15.40478
-835.93750	12.88136	2.37170	-21.95883	15.39039
-832.03125	5.62988	1.96948	-22.76595	13.85188
-828.12500	0.79591	1.16429	-22.76716	11.49978
-824.21875	0.39425	-0.04373	-18.33611	9.58067
-820.31250	0.39544	-0.44601	-18.33735	9.97561
-816.40625	4.02290	-0.44530	-20.75621	7.59882
-812.50000	8.45633	3.58471	-17.53409	12.75118
-808.59375	13.29267	7.21181	-16.32661	20.98435
-804.68750	14.50264	1.97444	-15.92493	9.22421
-800.78125	16.51848	-0.44246	-17.94093	6.17149
-796.87500	16.51965	0.36406	-22.77741	10.26116
-792.96875	14.50611	-1.24695	-24.79329	15.65081
-789.06250	15.31306	-2.05216	-21.97403	20.80077
-785.15625	12.89658	-0.43977	-19.15482	18.56811
-781.25000	20.15038	5.20190	-15.12680	23.33745
