 	TP9	AF7	AF8	TP10	
-1000.00000	6.65405	1.14402	11.23144	9.88675
-996.09375	6.45903	-2.07956	7.60547	11.90125
-992.18750	5.90516	-2.48256	7.20297	19.15408
-988.28125	10.16768	-2.07972	3.17413	9.08085
-984.37500	12.08742	3.15834	5.18923	13.91583
-980.46875	9.50403	7.59048	12.44242	13.51304
-976.56250	7.20098	5.57565	8.81651	7.46922
-972.65625	3.81753	2.35207	4.78764	9.48379
-968.75000	-0.69714	3.56079	5.19097	8.67781
-964.84375	-1.53023	1.94896	2.37092	-0.18699
-960.93750	-0.93195	-2.88621	-4.47847	-4.61956
-957.03125	-0.10762	-2.88619	-4.47813	5.05051
-953.12500	-3.11140	-0.06570	3.58086	0.21490
-949.21875	-6.33720	-1.27451	8.41642	-0.99423
-945.31250	-0.64636	-2.48344	8.01389	-0.18867
-941.40625	-0.88241	-0.46889	8.82023	2.22853
-937.50000	0.65135	4.76913	5.19419	1.42231
-933.59375	3.25205	5.17192	0.76232	-3.01024
-929.68750	-2.72242	0.33667	-0.04312	1.01874
-925.78125	-3.39356	1.14244	-5.28078	-2.20498
-921.87500	-0.42058	0.73949	-3.66857	-3.41418
-917.96875	1.82449	-0.46938	4.39038	-3.81747
-914.06250	4.37599	2.75399	2.77906	-10.26470
-910.15625	5.31281	3.15685	0.36180	1.82280
-906.25000	5.13530	1.94796	-3.26426	1.01673
-902.34375	4.07851	1.14199	-4.87557	-2.60989
-898.43750	7.03858	7.18583	-3.26348	8.26903
-894.53125	5.49994	4.76813	-4.87474	-1.80447
-890.62500	1.24859	-2.48474	-5.68021	-7.84881
-886.71875	0.35972	-2.08195	-8.09746	-1.40209
-882.81250	0.12258	-1.27613	-3.26191	-3.81980
-878.90625	2.19170	0.33547	0.36490	-1.40248
-875.00000	1.79083	2.34997	-5.27575	-3.01440
-871.09375	0.39730	1.94689	-6.08127	-9.86455
-867.18750	1.21646	5.17021	-6.08093	-9.05875
-863.28125	2.61876	5.97596	-10.51280	-5.02944
-859.37500	1.78975	1.14060	-8.49777	-8.25300
-855.46875	-0.30272	-0.47122	-2.45337	-3.82085
-851.56250	3.16266	0.73750	-3.66180	4.64053
-847.65625	4.88359	-2.88901	-4.87027	2.22291
-843.75000	4.31211	-7.72421	-4.46697	1.01390
-839.84375	5.42939	-6.11258	-6.88421	5.44588
-835.93750	8.89098	0.33419	-7.28675	9.07218
-832.03125	10.75449	0.33401	-4.46579	6.65462
-828.12500	6.52522	-4.50127	-2.85373	0.20771
-824.21875	6.00708	-6.51602	-6.47974	3.83391
-820.31250	5.45497	-11.35137	-2.04713	8.26608
-816.40625	-4.47222	-8.12804	-0.43505	-0.19552
-812.50000	-10.67146	-6.51639	-5.26988	-3.82187
-808.59375	-9.57342	-10.14290	-10.91048	-3.41914
-804.68750	-5.99780	-5.71074	-10.91013	-3.01643
-800.78125	-2.96931	-3.69621	-4.46281	-5.43404
-796.87500	-2.91853	-6.11395	-7.68582	-7.85163
-792.96875	2.54871	-4.50230	-7.68540	3.02748
-789.06250	5.34143	-3.69659	-0.83519	6.25093
-785.15625	2.14160	-1.27913	-0.83482	1.81875
-781.25000	4.33143	-0.47335	-1.23736	8.66861
-777.34375	9.92687	-3.29385	3.19533	7.86256
-773.43750	8.51228	-3.69692	0.77814	1.01272
-769.53125	5.73878	-2.48827	-5.66828	9.07138
-765.62500	-0.19895	-5.71181	-5.66788	4.63920
-761.71875	-0.44570	-6.51772	-2.44405	-4.22513
-757.81250	6.26328	-1.27970	-0.02610	-7.44839
-753.90625	-2.04621	-7.32381	-0.83150	-8.65702
-750.00000	-2.33709	-8.53263	-7.27796	3.83395
-746.09375	5.91660	-3.69753	-12.51565	7.46047
-742.18750	4.85870	-8.12985	-10.90351	-0.59811
-738.28125	-2.22440	-11.35340	-2.03866	-4.62733
-734.37500	-6.96467	-9.74173	0.78227	-8.25365
-730.46875	-5.99298	-6.51837	-6.87298	-9.86545
-726.56250	-6.91346	-4.10091	-4.85795	-12.28299
-722.65625	-7.55941	-4.10100	4.81280	-11.07413
-718.75000	-9.49175	-4.50396	-1.23085	0.61098
-714.84375	-8.25602	-2.48940	-4.45387	-0.59766
-710.93750	-4.82519	-3.29541	-0.42416	-6.64157
-707.03125	-4.84389	-8.53366	-2.84137	-2.20934
-703.12500	-8.69021	-7.72795	2.80005	-2.61233
-699.21875	-15.13521	-7.72807	8.84444	-3.41824
-695.31250	-8.73847	-6.92233	7.63606	4.23743
-691.40625	-0.84707	-6.11658	8.84529	4.23743
-687.50000	-6.00759	-10.54895	11.26327	-0.19486
-683.59375	-3.77342	-4.90805	7.63730	1.81971
-679.68750	-4.24602	-1.68472	4.01130	0.61099
-675.78125	-7.60446	-8.53461	8.44398	-3.01519
-671.87500	-4.53364	-6.52009	8.44437	-4.62681
-667.96875	-3.95842	-4.50558	3.60960	-10.26775
-664.06250	-1.67496	-2.89401	7.23638	-2.20900
-660.15625	0.20865	3.55281	14.08669	7.46154
-656.25000	3.20656	4.35860	6.83437	0.61176
-652.34375	4.26318	0.73217	-1.22389	-2.61165
-648.43750	2.91457	-0.87969	3.20870	-1.40276
-644.53125	4.85594	0.32904	9.25304	-1.40276
-640.62500	10.71889	2.34366	2.80660	3.43238
-636.71875	9.19000	1.13476	-2.02822	6.65577
-632.81250	7.00938	1.94049	3.21024	1.82062
-628.90625	9.77534	3.95511	6.03110	1.41785
-625.00000	6.95265	2.34324	8.44910	10.28239
-621.09375	1.49628	1.13426	6.83781	2.62665
-617.18750	0.67692	2.74586	6.83819	-0.99973
-613.28125	2.09500	3.14865	4.82397	0.20899
-609.37500	2.52089	1.13389	-0.41377	-1.40290
-605.46875	0.18105	-4.91016	1.19826	6.25270
-601.56250	-0.46398	-9.34250	1.19862	9.47611
